,pitch_type,release_speed,release_pos_x,release_pos_z,player_name,zone,game_type,stand,p_throws,type,balls,strikes,pfx_x,pfx_z,plate_x,plate_z,inning,vx0,vy0,ax,ay,az,sz_top,sz_bot,effective_speed,release_spin_rate,release_extension,release_pos_y,at_bat_number,pitch_number,pitch_name,spin_axis,delta_home_win_exp,delta_run_exp
159238,FC,89.5,-1.43,5.54,"Bieber, Shane",12.0,R,R,R,B,1,0,0.34,0.8,0.61,3.56,3,4.32768631656107,-130.31394996924558,3.0133039044914427,26.024402444775067,-23.12937690309233,2.96,1.5,90.2,2571.0,6.6,53.9,25,2,Cutter,196.0,0.0,0.073
159239,SL,84.8,-1.4,5.51,"Bieber, Shane",14.0,R,R,R,B,0,0,0.07,-0.17,1.39,0.96,3,6.422849577515178,-123.46168723395589,-0.5004570228517805,22.847849893931368,-33.31609993956141,2.94,1.5,85.4,2545.0,6.5,53.99,25,1,Slider,29.0,0.0,0.031
159240,FF,94.4,-1.21,5.59,"Bieber, Shane",8.0,R,R,R,X,1,0,-0.91,1.43,-0.09,2.19,3,4.9952981242486185,-137.37868882189778,-12.602596331951837,30.43183082907678,-12.799397275676156,3.67,1.77,95.1,2334.0,6.7,53.78,24,2,4-Seam Fastball,212.0,0.03,0.239
159241,SL,84.9,-1.31,5.58,"Bieber, Shane",14.0,R,R,R,B,0,0,0.13,-0.11,1.0,1.49,3,5.1855930085511055,-123.68398816784538,0.5001303928760151,21.133980651966667,-32.93242037292315,3.61,1.77,86.1,2626.0,6.7,53.85,24,1,Slider,71.0,0.0,0.027
159242,FF,94.3,-1.07,5.67,"Bieber, Shane",8.0,R,R,R,S,2,2,-0.73,1.52,-0.03,1.81,3,4.374491993501334,-137.111082736257,-10.194823323397182,28.834880870937013,-11.495916364828169,3.27,1.68,95.4,2485.0,6.9,53.62,23,5,4-Seam Fastball,208.0,-0.027,-0.215
159243,FF,94.3,-1.12,5.64,"Bieber, Shane",8.0,R,R,R,S,2,1,-0.76,1.48,0.1,1.94,3,4.883251886534212,-137.07698494741334,-10.592313439095498,29.487064165944503,-12.089693420352509,3.28,1.68,95.1,2399.0,6.8,53.75,23,4,4-Seam Fastball,216.0,0.0,-0.076
159244,FC,91.3,-1.37,5.59,"Bieber, Shane",14.0,R,R,R,B,1,1,0.17,1.04,1.37,0.86,3,6.6039962800660215,-132.79278593547951,0.7413606021708998,24.97260787284429,-18.35550718590712,3.24,1.68,92.7,2594.0,6.9,53.65,23,3,Cutter,188.0,0.0,0.051
159245,SL,84.1,-1.16,5.57,"Bieber, Shane",14.0,R,R,R,B,0,1,0.17,-0.33,1.25,1.62,3,5.2916591389005,-122.46004017286164,0.8119104693111933,21.68028843375788,-35.34815827421582,3.27,1.68,85.0,2600.0,6.6,53.87,23,2,Slider,52.0,0.0,0.032
159246,FC,88.6,-1.35,5.68,"Bieber, Shane",4.0,R,R,R,S,0,0,0.11,0.84,-0.38,2.7,3,2.1510748341912334,-129.1774629547415,0.8889846710680054,22.75983887557815,-22.29009419626356,3.27,1.68,89.9,2590.0,6.6,53.88,23,1,Cutter,203.0,0.0,-0.042
159269,FF,94.4,-1.23,5.53,"Bieber, Shane",9.0,R,L,R,S,3,2,-1.03,1.53,0.67,1.7,2,7.3042405020975965,-137.17515412420389,-14.612934689150508,29.73527169229451,-11.334763651791432,3.31,1.54,95.3,2501.0,6.8,53.68,17,7,4-Seam Fastball,209.0,-0.025,-0.278
159270,KC,83.7,-1.27,5.59,"Bieber, Shane",14.0,R,L,R,S,3,2,0.74,-1.12,0.25,1.18,2,2.0564893329529035,-121.94944056571228,6.895410876862331,25.032560952201845,-43.26340284335429,3.32,1.54,84.1,2472.0,6.6,53.95,17,6,Knuckle Curve,30.0,0.0,0.0
159271,FF,93.9,-1.32,5.59,"Bieber, Shane",12.0,R,L,R,S,3,1,-0.6,1.75,0.14,3.62,2,5.162402542607934,-136.5970469394675,-8.722384348634506,30.907731994953423,-9.732994527207683,3.32,1.54,94.5,2424.0,6.7,53.76,17,5,4-Seam Fastball,218.0,0.0,-0.084
159272,FF,92.9,-1.32,5.54,"Bieber, Shane",11.0,R,L,R,B,2,1,-0.89,1.58,-1.42,2.78,2,1.6868845680372992,-135.2188386376867,-11.242128307513704,29.971617857788267,-11.998611537125656,3.34,1.54,93.3,2382.0,6.6,53.95,17,4,4-Seam Fastball,210.0,0.0,0.0819999999999999
159273,FF,92.9,-1.31,5.56,"Bieber, Shane",1.0,R,L,R,S,2,0,-0.76,1.63,-0.82,2.94,2,2.9293486558331288,-135.15882473167773,-9.958627595280667,30.470210743746403,-11.4572116336855,3.32,1.54,93.4,2349.0,6.7,53.8,17,3,4-Seam Fastball,207.0,0.0,-0.05
159274,KC,82.9,-1.27,5.63,"Bieber, Shane",13.0,R,L,R,B,1,0,0.82,-1.22,-0.22,0.75,2,0.8067593482969748,-120.62669242205556,7.734577327486233,27.97827404796575,-43.622432631615226,3.32,1.54,82.3,2474.0,6.4,54.15,17,2,Knuckle Curve,31.0,0.0,0.044
159275,FF,93.1,-1.34,5.6,"Bieber, Shane",11.0,R,L,R,B,0,0,-0.91,1.7,-1.32,2.94,2,2.068008768333482,-135.4397891111866,-11.642417585074131,32.917221667740804,-10.528423819646903,3.41,1.54,93.4,2449.0,6.7,53.79,17,1,4-Seam Fastball,215.0,0.0,0.033
159276,CH,88.1,-1.25,5.6,"Bieber, Shane",7.0,R,L,R,X,0,0,-1.35,0.58,-0.58,1.89,2,4.435058174750648,-128.22640766742177,-15.814708745997471,26.629986055332598,-25.170200543201247,3.4,1.64,88.4,1957.0,6.5,54.02,16,1,Changeup,241.0,-0.032,-0.299
